status_name,carrier_name,status_type,substatus_type
1ST FLT ON-BOARDED,Nippon Express,Transit,Onboard at Departure Terminal
20220611 IN DFW BOOKED ON FLT AA0522 TO CLT STD 1831,Team Air,Transit,Onboard at Departure Terminal
20220611 IN DFW BOOKED ON FLT AA2481 TO SJU STD 0840,Team Air,Transit,Onboard at Departure Terminal
20220612 IN CLT BOOKED ON FLT AA1852 TO SJU STD 1105,Team Air,Transit,Onboard at Departure Terminal
20220612 IN DFW BOOKED ON FLT AA1405 TO MIA STD 1906,Team Air,Transit,Onboard at Departure Terminal
20220613 IN MIA BOOKED ON FLT AA1613 TO SJU STD 1010,Team Air,Transit,Onboard at Departure Terminal
20220613 IN MIA BOOKED ON FLT AA1650 TO SJU STD 1900,Team Air,Transit,Onboard at Departure Terminal
20220614 IN CLT BOOKED ON FLT AA2316 TO BWI STD 1310,Team Air,Transit,Onboard at Departure Terminal
20220614 IN DFW BOOKED ON FLT AA2943 TO CLT STD 0500,Team Air,Transit,Onboard at Departure Terminal
20220922 IN DFW BOOKED ON FLT AA0446 TO SFO STD 2237,Team Air,Transit,Onboard at Departure Terminal
20220923 IN DFW BOOKED ON FLT AA2019 TO SFO STD 0926,Team Air,Transit,Onboard at Departure Terminal
2ND FLT ON-BOARDED,Nippon Express,Transit,Onboard at Departure Terminal
A CLAIM HAS BEEN ISSUED TO THE SENDER FOR YOUR PACKAGE. PLEASE CONTACT THE SENDER FOR MORE INFORMATION.,UPS,Exception,Loss/Returns
ACTUAL PICKUP TIME,DHL Global Forwarding,Transit,Pick Up Confirmed
ADDRESS INFORMATION IS INCOMPLETE. THE PACKAGE WAS RETURNED TO THE SENDER.,UPS,Exception,Loss/Returns
ADDRESS QUERY. WE'LL FOLLOW THIS UP WITH THE RECEIVER OR CONTACT THE SENDER IF NECESSARY.,TNT,Exception,Incorrect Info
A DELAY HAS OCCURRED DUE TO LATE PROCESSING BY UPS BROKERAGE. WE ARE ADJUSTING DELIVERY PLANS AS QUICKLY AS POSSIBLE.,UPS,Exception,Carrier Delays
A DELIVERY CHANGE FOR THIS PACKAGE IS IN PROGRESS. / DELIVERY TO A UPS ACCESS POINT LOCATION IS PENDING.,UPS,Exception,Incorrect Info
A DELIVERY CHANGE FOR THIS PACKAGE IS IN PROGRESS. / THE PACKAGE WILL BE RETURNED TO THE SENDER.,UPS,Exception,Loss/Returns
A DELIVERY CHANGE FOR THIS PACKAGE IS IN PROGRESS. / YOUR PACKAGE WILL BE DELIVERED TO AN ALTERNATE ADDRESS.,UPS,Exception,Incorrect Info
A DELIVERY CHANGE HAS BEEN COMPLETED AND YOUR SHIPMENT WILL BE FORWARDED TO A UPS ACCESS POINT.,UPS,Transit,Other Delays
A FLIGHT CANCELATION HAS DELAYED DELIVERY. WE'RE UPDATING PLANS TO DELIVER YOUR PACKAGE AS QUICKLY AS POSSIBLE.,UPS,Exception,Traffic Delays
A FLIGHT CANCELATION HAS DELAYED DELIVERY. WE'RE UPDATING PLANS TO DELIVER YOUR PACKAGE AS QUICKLY AS POSSIBLE. / YOUR DELIVERY WILL BE RESCHEDULED.,UPS,Exception,Traffic Delays
A FLIGHT CANCELATION HAS DELAYED DELIVERY. WE'RE UPDATING PLANS TO DELIVER YOUR PACKAGE AS QUICKLY AS POSSIBLE. / YOUR PACKAGE IS ON THE WAY,UPS,Exception,Traffic Delays
A GOVERNMENT AGENCY DELAYED THE PACKAGE DURING THE AVIATION SECURITY SCREENING.,UPS,Exception,Customs/Tax Delays
A GOVERNMENT AGENCY DELAYED THE PACKAGE DURING THE AVIATION SECURITY SCREENING. / YOUR DELIVERY WILL BE RESCHEDULED.,UPS,Exception,Customs/Tax Delays
AIR TRAFFIC CONTROL RESULTED IN A DELAY. WE WILL UPDATE THE DELIVERY DATE AS SOON AS POSSIBLE.,UPS,Exception,Traffic Delays
AIR TRAFFIC CONTROL RESULTED IN A DELAY. WE WILL UPDATE THE DELIVERY DATE AS SOON AS POSSIBLE. / YOUR PACKAGE IS ON THE WAY,UPS,Exception,Traffic Delays
A LATE FLIGHT HAS CAUSED A DELAY. WE WILL UPDATE THE DELIVERY DATE AS SOON AS POSSIBLE.,UPS,Exception,Traffic Delays
A LATE FLIGHT HAS CAUSED A DELAY. WE WILL UPDATE THE DELIVERY DATE AS SOON AS POSSIBLE. / DELIVERY WILL BE DELAYED BY ONE BUSINESS DAY.,UPS,Exception,Traffic Delays
A LATE FLIGHT HAS CAUSED A DELAY. WE WILL UPDATE THE DELIVERY DATE AS SOON AS POSSIBLE. / DELIVERY WILL BE RESCHEDULED.,UPS,Exception,Traffic Delays
A LATE FLIGHT HAS CAUSED A DELAY. WE WILL UPDATE THE DELIVERY DATE AS SOON AS POSSIBLE. / SCHEDULED FOR DELIVERY TODAY.,UPS,Exception,Traffic Delays
A LATE FLIGHT HAS CAUSED A DELAY. WE WILL UPDATE THE DELIVERY DATE AS SOON AS POSSIBLE. / THE DELIVERY INFORMATION WAS UPDATED IN ERROR. WE'VE CORRECTED THE MISTAKE.,UPS,Exception,Traffic Delays
A LATE FLIGHT HAS CAUSED A DELAY. WE WILL UPDATE THE DELIVERY DATE AS SOON AS POSSIBLE. / YOUR DELIVERY WILL BE RESCHEDULED.,UPS,Exception,Traffic Delays
A LATE FLIGHT HAS CAUSED A DELAY. WE WILL UPDATE THE DELIVERY DATE AS SOON AS POSSIBLE. / YOUR PACKAGE IS ON THE WAY,UPS,Exception,Traffic Delays
A LATE FLIGHT HAS CAUSED A DELAY. WE WILL UPDATE THE DELIVERY DATE AS SOON AS POSSIBLE. / YOUR SHIPMENT IS SCHEDULED TO ARRIVE TODAY AFTER THE DELIVERY COMMITMENT TIME.,UPS,Exception,Traffic Delays
A LATE FLIGHT HAS CAUSED A DELAY. YOUR PACKAGE IS SCHEDULED TO ARRIVE TODAY LATER THAN THE COMMUNICATED DELIVERY TIME.,UPS,Exception,Traffic Delays
A LATE FLIGHT HAS CAUSED A DELAY. YOUR PACKAGE WILL BE DELAYED BY ONE BUSINESS DAY.,UPS,Exception,Traffic Delays
A LATE UPS TRAILER ARRIVAL HAS CAUSED A DELAY. WE'RE ADJUSTING PLANS TO DELIVER YOUR PACKAGE AS QUICKLY AS POSSIBLE.,UPS,Exception,Carrier Delays
A LATE UPS TRAILER ARRIVAL HAS DELAYED DELIVERY BY ONE BUSINESS DAY.,UPS,Exception,Carrier Delays
A LATE UPS TRAILER ARRIVAL HAS DELAYED DELIVERY. WE'RE ADJUSTING PLANS TO DELIVER YOUR PACKAGE AS QUICKLY AS POSSIBLE.,UPS,Exception,Carrier Delays
A LATE UPS TRAILER ARRIVAL HAS DELAYED DELIVERY. WE'RE ADJUSTING PLANS TO DELIVER YOUR PACKAGE AS QUICKLY AS POSSIBLE. / DELIVERY WILL BE DELAYED BY ONE BUSINESS DAY.,UPS,Exception,Carrier Delays
A LATE UPS TRAILER ARRIVAL HAS DELAYED DELIVERY. WE'RE ADJUSTING PLANS TO DELIVER YOUR PACKAGE AS QUICKLY AS POSSIBLE. / DELIVERY WILL BE RESCHEDULED.,UPS,Exception,Carrier Delays
A LATE UPS TRAILER ARRIVAL HAS DELAYED DELIVERY. WE'RE ADJUSTING PLANS TO DELIVER YOUR PACKAGE AS QUICKLY AS POSSIBLE. / YOUR DELIVERY WILL BE RESCHEDULED.,UPS,Exception,Carrier Delays
ALL MERCHANDISE IS MISSING AND THE EMPTY CARTON WAS DISCARDED. UPS WILL NOTIFY THE SENDER.,UPS,Exception,Loss/Returns
A MECHANICAL FAILURE HAS CAUSED A DELAY. WE WILL UPDATE THE DELIVERY DATE AS SOON AS POSSIBLE.,UPS,Exception,Traffic Delays
A MECHANICAL FAILURE HAS CAUSED A DELAY. WE WILL UPDATE THE DELIVERY DATE AS SOON AS POSSIBLE. / DELIVERY WILL BE DELAYED BY ONE BUSINESS DAY.,UPS,Exception,Traffic Delays
A MECHANICAL FAILURE HAS CAUSED A DELAY. WE WILL UPDATE THE DELIVERY DATE AS SOON AS POSSIBLE. / DELIVERY WILL BE RESCHEDULED.,UPS,Exception,Traffic Delays
A MECHANICAL FAILURE HAS CAUSED A DELAY. WE WILL UPDATE THE DELIVERY DATE AS SOON AS POSSIBLE. / THE DELIVERY INFORMATION WAS UPDATED IN ERROR. WE'VE CORRECTED THE MISTAKE.,UPS,Exception,Traffic Delays
A MECHANICAL FAILURE HAS CAUSED A DELAY. WE WILL UPDATE THE DELIVERY DATE AS SOON AS POSSIBLE. / THE PACKAGE WILL BE FORWARDED TO A UPS FACILITY IN THE DESTINATION CITY.,UPS,Exception,Traffic Delays
A MECHANICAL FAILURE HAS CAUSED A DELAY. WE WILL UPDATE THE DELIVERY DATE AS SOON AS POSSIBLE. / YOUR DELIVERY HAS BEEN RESCHEDULED FOR THE NEXT BUSINESS DAY.,UPS,Exception,Traffic Delays
A MECHANICAL FAILURE HAS CAUSED A DELAY. WE WILL UPDATE THE DELIVERY DATE AS SOON AS POSSIBLE. / YOUR DELIVERY WILL BE RESCHEDULED.,UPS,Exception,Traffic Delays
A MECHANICAL FAILURE HAS CAUSED A DELAY. WE WILL UPDATE THE DELIVERY DATE AS SOON AS POSSIBLE. / YOUR PACKAGE IS ON THE WAY,UPS,Exception,Traffic Delays
A MECHANICAL FAILURE HAS DELAYED DELIVERY. WE'RE ADJUSTING PLANS TO DELIVER YOUR PACKAGE AS QUICKLY AS POSSIBLE.,UPS,Exception,Traffic Delays
A MECHANICAL FAILURE HAS DELAYED DELIVERY. WE'RE ADJUSTING PLANS TO DELIVER YOUR PACKAGE AS QUICKLY AS POSSIBLE. / DELIVERY WILL BE DELAYED BY ONE BUSINESS DAY.,UPS,Exception,Traffic Delays
A MECHANICAL FAILURE HAS DELAYED DELIVERY. WE'RE ADJUSTING PLANS TO DELIVER YOUR PACKAGE AS QUICKLY AS POSSIBLE. / DELIVERY WILL BE RESCHEDULED.,UPS,Exception,Traffic Delays
A MECHANICAL FAILURE HAS DELAYED DELIVERY. WE'RE ADJUSTING PLANS TO DELIVER YOUR PACKAGE AS QUICKLY AS POSSIBLE. / THE PACKAGE WILL BE FORWARDED TO A UPS FACILITY IN THE DESTINATION CITY.,UPS,Exception,Traffic Delays
A MECHANICAL FAILURE HAS DELAYED DELIVERY. WE'RE ADJUSTING PLANS TO DELIVER YOUR PACKAGE AS QUICKLY AS POSSIBLE. / YOUR DELIVERY WILL BE RESCHEDULED.,UPS,Exception,Traffic Delays
A MECHANICAL FAILURE HAS DELAYED DELIVERY. WE'RE ADJUSTING PLANS TO DELIVER YOUR PACKAGE AS QUICKLY AS POSSIBLE. / YOUR PACKAGE IS ON THE WAY,UPS,Exception,Traffic Delays
A MECHANICAL FAILURE HAS DELAYED DELIVERY.WE'RE WORKING TO RESOLVE THE PROBLEM AND DELIVER YOUR PKG AS SOON AS POSSIBLE.,UPS,Exception,Traffic Delays
A MISSING COMMERCIAL INVOICE IS CAUSING A DELAY. WE ARE CURRENTLY WAITING FOR INFORMATION FROM THE SENDER.,UPS,Exception,Incorrect Info
A MISSING COMMERCIAL INVOICE IS CAUSING A DELAY. WE ARE WORKING TO OBTAIN THIS INFORMATION.,UPS,Exception,Incorrect Info
A MISSING COMMERCIAL INVOICE IS CAUSING A DELAY. WE ARE WORKING TO OBTAIN THIS INFORMATION. / THE INFORMATION REQUESTED HAS BEEN OBTAINED AND THE HOLD HAS BEEN RESOLVED.,UPS,Exception,Incorrect Info
A MISSING COMMERCIAL INVOICE IS CAUSING A DELAY. WE ARE WORKING TO OBTAIN THIS INFORMATION. / THE PACKAGE WILL BE FORWARDED TO A UPS FACILITY IN THE DESTINATION CITY.,UPS,Exception,Incorrect Info
A MISSING COMMERCIAL INVOICE IS CAUSING A DELAY. WE ARE WORKING TO OBTAIN THIS INFORMATION. / THE PACKAGE WILL BE RETURNED TO THE SENDER.,UPS,Exception,Customs/Tax Delays
A NATURAL DISASTER HAS DELAYED DELIVERY BY ONE BUSINESS DAY.,UPS,Exception,Natural Causes
AN AUTHORIZED REQUEST HAS BEEN RECEIVED TO DISPOSE OF THE SHIPMENT,DHL,Exception,Loss/Returns
AN EMERGENCY SITUATION HAS DELAYED DELIVERY.,UPS,Exception,Other Delays
AN EMERGENCY SITUATION HAS DELAYED DELIVERY. / DELIVERY WILL BE DELAYED BY ONE BUSINESS DAY.,UPS,Exception,Other Delays
AN EMERGENCY SITUATION OR SEVERE WEATHER CONDITION HAS DELAYED DELIVERY.,UPS,Exception,Natural Causes
AN EMERGENCY SITUATION OR SEVERE WEATHER CONDITION HAS DELAYED DELIVERY BEYOND THE DELIVERY COMMITMENT TIME.,UPS,Exception,Natural Causes
AN EMERGENCY SITUATION OR SEVERE WEATHER CONDITION HAS DELAYED DELIVERY. / YOUR DELIVERY HAS BEEN RESCHEDULED FOR THE NEXT BUSINESS DAY.,UPS,Exception,Natural Causes
AN EMERGENCY SITUATION OR SEVERE WEATHER CONDITION HAS DELAYED DELIVERY. / YOUR DELIVERY WILL BE RESCHEDULED.,UPS,Exception,Natural Causes
AN EMERGENCY SITUATION OR SEVERE WEATHER CONDITION HAS DELAYED DELIVERY. / YOUR PACKAGE IS ON THE WAY,UPS,Exception,Natural Causes
A NEW TRACKING NUMBER WAS ASSIGNED TO THIS PACKAGE. USE THE NEW TRACKING NUMBER FOR STATUS UPDATES.,UPS,Exception,Other Delays
AN INVESTIGATION HAS BEEN OPENED FOR YOUR LOST PACKAGE.,UPS,Exception,Pick Up Confirmed
A NON-UPS LABOR DISPUTE HAS DELAYED DELIVERY BY ONE BUSINESS DAY.,UPS,Exception,Other Delays
A NON-UPS LABOR DISPUTE HAS DELAYED DELIVERY UNTIL THE NEXT BUSINESS DAY.,UPS,Exception,Other Delays
A NON-UPS LABOR DISPUTE HAS DELAYED DELIVERY. WE'RE WORKING TO DELIVER YOUR PACKAGE AS QUICKLY AS POSSIBLE.,UPS,Exception,Other Delays
A NON-UPS LABOR DISPUTE HAS DELAYED DELIVERY. WE'RE WORKING TO DELIVER YOUR PACKAGE AS QUICKLY AS POSSIBLE. / YOUR DELIVERY WILL BE RESCHEDULED.,UPS,Exception,Other Delays
APPT FOR DEL SCHED 20220204 BY 1600 WEATHER DELAY,Team Air,Exception,Natural Causes
APPT FOR DEL SCHED 20220207 BY 1600 WEATHER DELAY,Team Air,Exception,Natural Causes
A RAILROAD MECHANICAL FAILURE HAS DELAYED DELIVERY. WE'RE WORKING TO DELIVER YOUR PACKAGE AS SOON AS POSSIBLE.,UPS,Exception,Traffic Delays
A REQUIRED SECURITY CHECK HAS DELAYED DELIVERY.,UPS,Exception,Customs/Tax Delays
A REQUIRED SECURITY CHECK HAS DELAYED DELIVERY. / THE PACKAGE IS AT THE CLEARING AGENCY AWAITING FINAL RELEASE.,UPS,Exception,Customs/Tax Delays
A REQUIRED SECURITY CHECK HAS DELAYED DELIVERY. / YOUR DELIVERY WILL BE RESCHEDULED.,UPS,Exception,Carrier Delays
A REQUIRED SECURITY CHECK HAS DELAYED DELIVERY. / YOUR PACKAGE IS ON THE WAY,UPS,Exception,Customs/Tax Delays
ARRIVED AT CARRIER DESTINATION TERMINAL,Team Air,Transit,Onboard at Departure Terminal
ARRIVED AT PICKUP,Team Air,Transit,Pick Up Confirmed
ARRIVED AT PICKUP LOCATION,Team Air,Transit,Pick Up Confirmed
"AS REQUESTED BY THE SENDER, THE DELIVERY CHANGE FOR THIS PACKAGE WAS COMPLETED. / YOUR DELIVERY WILL BE RESCHEDULED.",UPS,Exception,Other Delays
"AS REQUESTED BY THE SENDER, THE PACKAGE IS BEING RETURNED. CONTACT THE SENDER FOR ADDITIONAL INFORMATION. / WE HAVE RETURNED THE PACKAGE TO THE SENDER USING THE PACKAGE RETURN LABEL.",UPS,Exception,Loss/Returns
AT FED EX ORIGIN FACILITY,FedEx,Transit,Pick Up Confirmed
A TRAIN DERAILMENT HAS DELAYED DELIVERY BY ONE BUSINESS DAY.,UPS,Exception,Traffic Delays
A TRAIN DERAILMENT HAS DELAYED DELIVERY. WE'RE ADJUSTING PLANS TO DELIVER YOUR PACKAGE AS QUICKLY AS POSSIBLE.,UPS,Exception,Traffic Delays
A TRANSPORTATION ACCIDENT HAS DELAYED DELIVERY.,UPS,Exception,Traffic Delays
ATTEMPTED DELIVERY,Team Air,Exception,Incorrect Info
ATTEMPTING TO SCHEDULE DELIVERY APPOINTMENT,Team Air,Exception,Incorrect Info
"AT THE RECEIVER'S REQUEST, DELIVERY HAS BEEN DELAYED.",UPS,Exception,Other Delays
A UPS PROCESSING ERROR HAS DELAYED DELIVERY. WE'RE ADJUSTING PLANS AS QUICKLY AS POSSIBLE.,UPS,Exception,Carrier Delays
A UPS PROCESSING ERROR HAS DELAYED DELIVERY. WE'RE ADJUSTING PLANS AS QUICKLY AS POSSIBLE. / YOUR DELIVERY WILL BE RESCHEDULED.,UPS,Exception,Carrier Delays
AWAITING CUSTOMS CLEARANCE INSTRUCTIONS/INFORMATION. WE'VE CONTACTED THE RECEIVER TO GET THEM.,TNT,Exception,Customs/Tax Delays
AWAITING CUSTOMS CLEARANCE INSTRUCTIONS. WE'VE CONTACTED THE RECEIVER TO GET THEM.,TNT,Exception,Customs/Tax Delays
AWAITING DELIVERY DATE AND TIME SLOT AGREEMENT WITH RECEIVER. WE'VE CONTACTED THE RECEIVER.,TNT,Exception,Other Delays
BOOKED ON FLIGHT / VESSEL,Schenker,Transit,Onboard at Departure Terminal
BOOKED ON FLIGHT / VESSEL,DB Schenker,Transit,Onboard at Departure Terminal
BOOKING REJECTED,DB Schenker,Exception,Loss/Returns
CANCELLED,Expeditors,Exception,Cancelled
CARGO DEPARTED ORIGIN AIRPORT,Crane Worldwide Logistics,Transit,Onboard at Departure Terminal
CARGO DEPARTED ORIGIN PORT,Crane Worldwide Logistics,Transit,Onboard at Departure Terminal
CARGO PICKED UP FROM SUPPLIER,Kintetsu,Transit,Pick Up Confirmed
"CARRIER LOADED ON TRUCK AT INTER TERM - DENVER, CO",Team Air,Transit,Pick Up Confirmed
"CARRIER LOADED ON TRUCK AT INTER TERM - LOS ANGELES, CA",Team Air,Transit,Pick Up Confirmed
"CARRIER LOADED ON TRUCK AT INTER TERM - SALT LAKE CIT, UT",Team Air,Transit,Pick Up Confirmed
CARRIER SERVICE DELAY,Team Air,Exception,Carrier Delays
CHANGE OF DELIVERY ADDRESS AS REQUESTED BY CUSTOMER,TNT,Exception,Incorrect Info
CIVIL DEMONSTRATION HAS DELAYED YOUR PACKAGE IN TRANSIT. DELIVERY WILL BE RESCHEDULED. CHECK BACK FOR UPDATES.,UPS,Exception,Other Delays
CIVIL DEMONSTRATION HAS DELAYED YOUR PACKAGE IN TRANSIT. DELIVERY WILL BE RESCHEDULED. CHECK BACK FOR UPDATES DAILY OR SIGN UP FOR UPS MY CHOICE FOR DELIVERY OPTIONS.,UPS,Exception,Other Delays
CIVIL DEMONSTRATION HAS DELAYED YOUR PACKAGE IN TRANSIT. DELIVERY WILL BE RESCHEDULED. CHECK BACK FOR UPDATES. / YOUR DELIVERY HAS BEEN RESCHEDULED FOR THE NEXT BUSINESS DAY.,UPS,Exception,Other Delays
CIVIL DEMONSTRATION HAS DELAYED YOUR PACKAGE IN TRANSIT. DELIVERY WILL BE RESCHEDULED. CHECK BACK FOR UPDATES. / YOUR DELIVERY WILL BE RESCHEDULED.,UPS,Exception,Other Delays
CLEARANCE DELAY,FedEx,Exception,Customs/Tax Delays
CLEARANCE DELAY IMPORT,FedEx,Exception,Customs/Tax Delays
CLEARANCE DELAY - IMPORT,FedEx,Exception,Customs/Tax Delays
CLEARANCE IN PROGRESS,FedEx,Exception,Customs/Tax Delays
COMPANY CLOSED ON A REGULAR WEEKDAY. DELIVERY NEXT WORKING DAY.,TNT,Exception,Incorrect Info
COMPANY CLOSED ON DELIVERY ATTEMPT. FOLLOW-UP ACTIONS UNDERWAY,TNT,Exception,Incorrect Info
CONECTION DELAY. WE'RE WORKING HARD TO DELIVER ON TIME.,TNT,Exception,Traffic Delays
CONFIRMED DEPARTURE,UPS,Transit,Onboard at Departure Terminal
CONFIRMED GATEWAY DEPARTURE,UPS,Transit,Onboard at Departure Terminal
CONFIRMED INTERNATIONAL DEPARTURE,UPS,Transit,Onboard at Departure Terminal
CONFIRMED ON BOARD,Expeditors,Transit,Onboard at Departure Terminal
CONNECTION DELAY DUE TO AUTHORITIES. RECOVERY ACTIONS UNDERWAY,TNT,Exception,Customs/Tax Delays
CONNECTION DELAY DUE TO CUSTOMS. RECOVERY ACTIONS UNDERWAY,TNT,Exception,Customs/Tax Delays
CONNECTION DELAY. NATURAL CAUSES. RECOVERY ACTIONS UNDERWAY,TNT,Exception,Natural Causes
CONNECTION DELAY. RECOVERY ACTIONS UNDERWAY,TNT,Exception,Traffic Delays
CONSIGNEE/AGENT INFORMED OF ARRIVAL,Schenker,Transit,Documents Handover
CONSIGNEE HAS MOVED FROM THE ADDRESS PROVIDED,DHL,Exception,Incorrect Info
CONSOLIDATION ARRIVED AT DEST PORT,Kintetsu,Transit,Delivered
CONSOLIDATION ON-BOARD AT ORIGIN PORT,Kintetsu,Transit,Onboard at Departure Terminal
CONTAINER DELIVERY,JAS Worldwide,Transit,Delivered
CONTAINER PICKUP,JAS Worldwide,Transit,Pick Up Confirmed
CUSTOMER WAS NOT AVAILABLE ON 1ST ATTEMPT. DELIVERY WILL BE MADE TO A NEARBY UPS ACCESS POINT FOR CUSTOMER TO PICK UP.,UPS,Exception,Other Delays
CUSTOMER WAS NOT AVAILABLE WHEN UPS ATTEMPTED DELIVERY. WILL DELIVER TO A NEARBY UPS ACCESS POINT FOR CUSTOMER PICK UP.,UPS,Exception,Other Delays
CUSTOMS CLEARANCE,JAS Worldwide,Exception,Customs/Tax Delays
CUSTOMS CLEARANCE IN PROGRESS,TNT,Exception,Customs/Tax Delays
CUSTOMS DOCUMENTATION HANDED OVER TO RECEIVER'S BROKER. WE'LL DELIVER ONCE IT'S BEEN CLEARED.,TNT,Exception,Customs/Tax Delays
CUSTOMS DOCUMENTATION QUERY. WE'RE DOING OUR BEST TO RESOLVE THIS AND WILL CONTACT THE SENDER/RECEIVER IF NECESSARY.,TNT,Exception,Customs/Tax Delays
"CUSTOMS/GOVERNMENT AUTHORITIES ARE ON HOLIDAY, ON STRIKE OR THEIR SYSTEMS ARE DOWN.",TNT,Exception,Customs/Tax Delays
CUSTOMS OR OTHER GOVERNMENT HOLD/DELAY,UPS,Exception,Customs/Tax Delays
CUSTOMS RELEASED,Crane Worldwide Logistics,Transit,Delivered
DELAY,FedEx,Exception,Carrier Delays
DELAY. DRIVER QUEUING OR WAITING AT DELIVERY ADDRESS,TNT,Exception,Other Delays
DELAY DUE TO AUTHORITIES. RECOVERY ACTIONS UNDERWAY,TNT,Exception,Customs/Tax Delays
DELAY DUE TO AUTHORITIES. RECOVERY ACTION UNDERWAY,TNT,Exception,Customs/Tax Delays
DELAY DUE TO BAD WEATHER. RECOVERY ACTIONS UNDERWAY,TNT,Exception,Natural Causes
DELAY DUE TO CONGESTION EN ROUTE. RECOVERY ACTION UNDERWAY,TNT,Exception,Other Delays
DELAY DUE TO INDUSTRIAL ACTION. RECOVERY ACTIONS UNDERWAY,TNT,Exception,Other Delays
DELAY DUE TO NON-TNT INDUSTRIAL ACTION. RECOVERY ACTIONS UNDERWAY,TNT,Exception,Other Delays
DELAY DUE TO ROUTING ERROR. RECOVERY ACTIONS UNDERWAY,TNT,Exception,Carrier Delays
DELAY DUE TO ROUTING ERROR. WE'RE WORKING HARD TO DELIVER ON TIME.,TNT,Exception,Carrier Delays
DELAYED DURING CLEARANCE AT CUSTOMS,DHL,Exception,Customs/Tax Delays
DELAYED DURING TRANSPORT,DHL,Exception,Traffic Delays
DELIVERED,Trans Expedite ,Transit,Delivered
DELIVERED,FedEx,Transit,Delivered
DELIVERED,Expeditors,Transit,Delivered
DELIVERED,Schenker,Transit,Delivered
DELIVERED,DB Schenker,Transit,Delivered
DELIVERED,Old Dominion,Transit,Delivered
DELIVERED,UPS,Transit,Delivered
DELIVERED,DHL,Transit,Delivered
DELIVERED,Team Air,Transit,Delivered
DELIVERED,TNT,Transit,Delivered
DELIVERED,YRC Logistics,Transit,Delivered
DELIVERED,CEVA ,Transit,Delivered
DELIVERED,Nippon Express,Transit,Delivered
DELIVERED,ABF Freight,Transit,Delivered
DELIVERED,DHL Global Forwarding,Transit,Delivered
DELIVERED,Estes Express,Transit,Delivered
DELIVERED TO CONSIGNEE,Crane Worldwide Logistics,Transit,Delivered
DELIVERED TO CONSIGNEE,Expeditors,Transit,Delivered
DELIVERED TO CONSIGNEE OK,Kuehne & Nagel,Transit,Delivered
DELIVERED TO UPS ACCESS POINT LOCATION AND AWAITING CUSTOMER PICKUP.,UPS,Exception,Other Delays
DELIVERY,JAS Worldwide,Transit,Delivered
DELIVERY,Choice Logistics,Transit,Delivered
DELIVERY ACCORDING TO AGREEMENT,DHL,Transit,Delivered
DELIVERY AGREED WITH RECIPIENT,DHL,Transit,Delivered
DELIVERY AREA NOT ACCESSIBLE. FOLLOW-UP ACTIONS UNDERWAY,TNT,Exception,Incorrect Info
DELIVERY ATTEMPT COULD NOT BE COMPLETED,DHL,Exception,Incorrect Info
DELIVERY ATTEMPTED BUT NO RESPONSE AT CONSIGNEE ADDRESS,DHL,Exception,Incorrect Info
DELIVERY ATTEMPTED CONSIGNEE PREMISES CLOSED,DHL,Exception,Incorrect Info
DELIVERY ATTEMPTED - FREIGHT UNAVAILABLE,Estes Express,Exception,Incorrect Info
DELIVERY ATTEMPTED - NO RECEIVING PERSONNEL,Estes Express,Exception,Carrier Delays
DELIVERY ATTEMPTED; RECIPIENT NOT HOME,DHL,Exception,Incorrect Info
DELIVERY CARTAGE COMPLETE/FINALISED,JAS Worldwide,Transit,Delivered
DELIVERY COMPLETE (ACTUAL DELIVERY DATE),JAS Worldwide,Transit,Delivered
DELIVERY COMPLETED - NO FREIGHT OVER 30 DAYS,Estes Express,Transit,Delivered
DELIVERY COMPLETED - OK,Estes Express,Transit,Delivered
DELIVERY EXCEPTION,FedEx,Exception,Incorrect Info
DELIVERY(FCL),JAS Worldwide,Transit,Delivered
DELIVERY HAS BEEN RESCHEDULED DUE TO HOLIDAY CLOSURES.,UPS,Exception,Other Delays
DELIVERY HAS BEEN RESCHEDULED DUE TO HOLIDAY CLOSURES. / DELIVERY WILL BE RESCHEDULED.,UPS,Exception,Other Delays
DELIVERY HAS BEEN RESCHEDULED DUE TO HOLIDAY CLOSURES. / WE REQUIRE A PHONE NUMBER FOR THE DELIVERY ADDRESS.,UPS,Exception,Incorrect Info
DELIVERY HAS BEEN RESCHEDULED DUE TO HOLIDAY CLOSURES. / WE'VE CONTACTED THE RECEIVER.,UPS,Exception,Other Delays
DELIVERY HAS BEEN RESCHEDULED DUE TO HOLIDAY CLOSURES. / YOUR DELIVERY WILL BE RESCHEDULED.,UPS,Exception,Other Delays
DELIVERY HAS BEEN RESCHEDULED TO THE NEXT BUSINESS DAY DUE TO HOLIDAY CLOSURES.,UPS,Exception,Other Delays
DELIVERY INSTRUCTION CHANGED TO DELIVERY AT ANOTHER DAY OR TIME,DHL,Exception,Other Delays
DELIVERY INTERRUPTED,DHL,Exception,Carrier Delays
DELIVERY MAY BE DELAYED DUE TO AN INCOMPLETE ADDRESS. WE ARE WORKING TO UPDATE THE ADDRESS.,UPS,Exception,Incorrect Info
DELIVERY NOT ACCEPTED,DHL,Exception,Loss/Returns
DELIVERY REFUSED DUE TO INCORRECT CONTACT DETAILS. WE'LL CONTACT THE SENDER.,TNT,Exception,Incorrect Info
DELIVERY WILL BE DELAYED BY ONE BUSINESS DAY.,UPS,Exception,Other Delays
